OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
2;1;57065.812;29723.059;-73091.37;-140.5126;-112.788025;-129.23636;17702.03;follow;10;0.7357188;DEFEAT
