OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
0;1;0.0;29881.559;-63933.18;-129.88806;-109.35649;-114.620544;18748.932;shoot;6;0.62582994;DEFEAT
