OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
5;3;138480.47;89919.12;-122171.516;-122.774345;-121.44184;-122.17203;24989.736;shoot;2;0.66595143;DEFEAT
