OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
6;3;164631.92;85959.11;-255000.0;-255.0;-255.0;-255.0;24999.982;shoot;2;0.6434328;DEFEAT
