OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
0;0;0.0;0.0;-10056.039;-154.93843;-113.30829;-16.66667;15426.515;idle;10;0.0;DEFEAT
