OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
0;0;0.0;0.0;-86674.914;-137.44595;-108.757645;-128.70692;20164.473;explore_def;8;0.0;DEFEAT
