OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
0;1;0.0;29394.33;-40430.008;-140.88254;-109.27431;-106.27037;14196.043;explore_off;6;0.0;DEFEAT
