OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
10;6;292924.25;177432.1;-94064.92;-255.0;-244.00143;-242.18509;18762.092;explore_def;4;0.0;DEFEAT
