OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
0;0;0.0;0.0;-10009.281;-148.1824;-107.77425;-14.583336;15321.984;idle;10;0.0;DEFEAT
