OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
0;1;0.0;30520.547;-42980.797;-146.19656;-108.67271;-109.77507;15765.755;explore_off;12;0.0;DEFEAT
