OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
2;1;54666.113;29057.723;-39294.387;-144.28192;-107.604126;-107.86926;17219.639;explore_off;10;0.0;DEFEAT
