OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
5;3;145544.16;88773.664;-59227.273;-139.1902;-103.92925;-110.64504;15073.547;follow;10;0.0;DEFEAT
