OffDataSize;DefDataSize;OffDataValue;DefDataValue;AvgAltitude;MinAltitude;MaxAltitude;CurrentAltitude;FovValue;LastAction;Life;ImpactProba
0;0;0.0;0.0;-95811.48;-144.61026;-110.301476;-130.48051;17693.89;explore_def;6;0.6916862;DEFEAT
